capital_from,capital_to,distance_km
Victoria,Willemstad,13862.82
Victoria,Nicosia,4973.18
Victoria,Prague,7223.74
Victoria,Copenhagen,7744.7
Victoria,Djibouti,2250.51
Victoria,Roseau,13033.17
Victoria,Santo Domingo,13904.21
Victoria,Quito,14888.49
Victoria,Cairo,4623.18
Victoria,San Salvador,16027.16
Victoria,Malabo,5271.92
Victoria,Asmara,2860.85
Victoria,Tallinn,7600.09
Victoria,Addis Ababa,2394.48
Victoria,Stanley,11176.14
Victoria,Torshavn,9056.5
Victoria,Suva,13287.79
Victoria,Helsinki,7661.9
Victoria,Paris,7834.42
Victoria,Papeete,16339.77
Victoria,Libreville,5145.18
Victoria,Banjul,8201.98
Victoria,Tbilisi,5239.13
Victoria,Berlin,7464.37
Victoria,Accra,6289.63
Victoria,Gibraltar,7757.13
Victoria,Athens,5742.69
Victoria,Nuuk,11293.45
Victoria,Saint George's,13083.24
Victoria,Hagatna,10058.78
Victoria,Guatemala City,16144.22
Victoria,Saint Peter Port,8173.99
Victoria,Conakry,7827.08
Victoria,Bissau,8069.37
Victoria,Georgetown,12683.0
Victoria,Port-au-Prince,14157.56
Victoria,Vatican City,6741.52
Victoria,Tegucigalpa,15808.28
Victoria,Budapest,6781.29
Victoria,Reykjavik,9857.27
Victoria,New Delhi,4351.67
Victoria,Jakarta,5693.55
Victoria,Tehran,4482.6
Victoria,Baghdad,4358.83
Victoria,Dublin,8598.56
Victoria,Douglas,8536.96
Victoria,Jerusalem,4561.41
Victoria,Rome,6739.36
Victoria,Kingston,14633.17
Victoria,Tokyo,9796.19
Victoria,Saint Helier,8132.21
Victoria,Amman,4544.52
Victoria,Astana,6366.37
Victoria,Nairobi,2103.75
Victoria,Tarawa,12681.44
Victoria,Pyongyang,8654.25
Victoria,Seoul,8714.54
Victoria,Pristina,6274.43
Victoria,Kuwait City,3844.55
Victoria,Bishkek,5601.98
Victoria,Vientiane,5746.84
Victoria,Riga,7390.69
Victoria,Beirut,4748.39
Victoria,Maseru,4019.15
Victoria,Monrovia,7460.97
Victoria,Tripoli,6091.43
Victoria,Vaduz,7285.23
Victoria,Vilnius,7139.04
Victoria,Luxembourg,7651.29
Victoria,Skopje,6204.96
Victoria,Antananarivo,1801.62
Victoria,Lilongwe,2592.46
Victoria,Kuala Lumpur,5215.61
Victoria,Male,2229.96
Victoria,Bamako,7271.59
Victoria,Valletta,6188.88
Victoria,Majuro,12941.77
Victoria,Nouakchott,8224.09
Victoria,Port Louis,1732.54
Victoria,Mexico City,16819.11
Victoria,Palikir,11480.02
Victoria,Chisinau,6287.16
Victoria,Monaco,7193.09
Victoria,Ulaanbaatar,7674.53
Victoria,Podgorica,6362.97
Victoria,Plymouth,13111.68
Victoria,Rabat,7797.94
Victoria,Maputo,3393.28
Victoria,Windhoek,4580.43
Victoria,Kathmandu,4804.46
Victoria,Amsterdam,7897.89
Victoria,Noumea,11962.45
Victoria,Wellington,12051.7
Victoria,Managua,15740.8
Victoria,Niamey,6224.27
Victoria,Abuja,5528.55
Victoria,Alofi,14413.14
Victoria,Kingston,11925.31
Victoria,Saipan,10182.95
Victoria,Oslo,8148.44
Victoria,Muscat,3141.81
Victoria,Islamabad,4626.36
Victoria,Melekeok,8895.69
Victoria,Panama City,15040.28
Victoria,Port Moresby,10124.45
Victoria,Asuncion,12092.8
Victoria,Lima,14462.74
Victoria,Manila,7532.76
Victoria,Adamstown,16666.86
Victoria,Warsaw,7091.35
Victoria,Lisbon,8172.28
Victoria,San Juan,13507.46
Victoria,Doha,3334.95
Victoria,Bucharest,6172.75
Victoria,Moscow,6888.77
Victoria,Kigali,2837.93
Victoria,Gustavia,13169.35
Victoria,Jamestown,6793.28
Victoria,Basseterre,13160.2
Victoria,Castries,12996.04
Victoria,Saint-Pierre,12021.95
Victoria,Kingstown,13022.45
Victoria,Apia,14433.22
Victoria,San Marino,6886.0
Victoria,Sao Tome,5444.98
Victoria,Riyadh,3373.65
Victoria,Dakar,8337.78
Victoria,Belgrade,6488.6
Victoria,Victoria,0.0
Victoria,Freetown,7760.22
Victoria,Singapore,5422.44
Victoria,Philipsburg,13187.52
Victoria,Bratislava,6935.03
Victoria,Ljubljana,6914.85
Victoria,Honiara,11518.97
Victoria,Mogadishu,1346.25
Victoria,Pretoria,3725.55
Victoria,Juba,2849.35
Victoria,Madrid,7809.35
Victoria,Colombo,2994.38
Victoria,Khartoum,3373.19
Victoria,Paramaribo,12348.79
Victoria,Longyearbyen,9500.45
Victoria,Mbabane,3531.07
Victoria,Stockholm,7817.46
Victoria,Bern,7395.13
Victoria,Damascus,4676.31
Victoria,Taipei,7850.66
Victoria,Dushanbe,4972.55
Victoria,Dar es Salaam,1806.83
Victoria,Bangkok,5376.53
Victoria,Dili,7760.89
Victoria,Lome,6143.49
Victoria,Nuku'alofa,13812.97
Victoria,Port of Spain,13059.79
Victoria,Tunis,6562.36
Victoria,Ankara,5448.0
Victoria,Ashgabat,4722.21
Victoria,Grand Turk,13980.29
Victoria,Funafuti,13626.82
Victoria,Kampala,2604.39
Victoria,Kyiv,6551.78
Victoria,Abu Dhabi,3219.61
Victoria,London,8134.44
Victoria,Washington,13913.07
Victoria,Montevideo,11664.07
Victoria,Tashkent,5276.5
Victoria,Port-Vila,12261.49
Victoria,Caracas,13645.52
Victoria,Hanoi,6188.06
Victoria,Charlotte Amalie,13384.4
Victoria,Mata-Utu,14411.48
Victoria,Sanaa,2532.75
Victoria,Lusaka,3203.74
Victoria,Harare,3033.63
Victoria,Washington,13913.07
Victoria,,6186.66
Victoria,North Nicosia,4974.75
Victoria,,6186.66
Victoria,,6186.66
Victoria,Diego Garcia,1899.81
Victoria,,6186.66
Freetown,Hargeisa,6292.34
Freetown,King Edward Point,7289.91
Freetown,Port-aux-Français,10247.37
Freetown,Jerusalem,5624.09
Freetown,Mariehamn,6360.35
Freetown,Yaren,19126.23
Freetown,Marigot,5488.14
Freetown,Atafu,17681.57
Freetown,El-Aaiún,2066.55
Freetown,Kabul,8790.67
Freetown,Tirana,4879.88
Freetown,Algiers,3537.44
Freetown,Pago Pago,17494.48
Freetown,Andorra la Vella,4036.41
Freetown,Luanda,3502.92
Freetown,The Valley,5485.95
Freetown,Saint John's,5350.12
Freetown,Buenos Aires,6750.88
Freetown,Yerevan,6682.97
Freetown,Oranjestad,6222.99
Freetown,Canberra,16543.7
Freetown,Vienna,5207.03
Freetown,Baku,7132.81
Freetown,Nassau,7015.11
Freetown,Manama,6991.03
Freetown,Dhaka,11006.54
Freetown,Bridgetown,5091.6
Freetown,Minsk,6211.47
Freetown,Brussels,4966.53
Freetown,Belmopan,8211.19
Freetown,Porto-Novo,1763.23
Freetown,Hamilton,5920.07
Freetown,Thimphu,10834.12
Freetown,La Paz,6648.65
Freetown,Sarajevo,4977.2
Freetown,Gaborone,5608.67
Freetown,Brasilia,4671.42
Freetown,Road Town,5652.74
Freetown,Bandar Seri Begawan,14094.62
Freetown,Sofia,5202.39
Freetown,Ouagadougou,1352.58
Freetown,Rangoon,11774.19
Freetown,Bujumbura,4905.17
Freetown,Phnom Penh,12837.82
Freetown,Yaounde,2785.45
Freetown,Ottawa,7204.91
Freetown,Praia,1327.3
Freetown,George Town,7420.86
Freetown,Bangui,3547.68
Freetown,N'Djamena,3120.49
Freetown,Santiago,7634.79
Freetown,Beijing,12567.34
Freetown,The Settlement,13338.39
Freetown,West Island,12384.62
Freetown,Bogota,6737.7
Freetown,Moroni,6636.7
Freetown,Kinshasa,3469.42
Freetown,Brazzaville,3464.73
Freetown,Avarua,16175.33
Freetown,San Jose,7772.5
Freetown,Yamoussoukro,898.08
Freetown,Zagreb,4991.96
Freetown,Havana,7517.32
Freetown,Willemstad,6103.12
Freetown,Nicosia,5578.77
Freetown,Prague,5276.72
Freetown,Copenhagen,5704.32
Freetown,Djibouti,6181.52
Freetown,Roseau,5290.99
Freetown,Santo Domingo,6210.34
Freetown,Quito,7300.81
Freetown,Cairo,5204.14
Freetown,San Salvador,8289.35
Freetown,Malabo,2491.74
Freetown,Asmara,5720.44
Freetown,Tallinn,6488.68
Freetown,Addis Ababa,5709.59
Freetown,Stanley,7912.05
Freetown,Torshavn,5962.35
Freetown,Suva,18370.28
Freetown,Helsinki,6554.52
Freetown,Paris,4708.07
Freetown,Papeete,15204.11
Freetown,Libreville,2670.09
Freetown,Banjul,659.15
Freetown,Tbilisi,6754.73
Freetown,Berlin,5446.81
Freetown,Accra,1474.16
Freetown,Gibraltar,3165.04
Freetown,Athens,4940.73
Freetown,Nuuk,6884.29
Freetown,Saint George's,5323.21
Freetown,Hagatna,16581.88
Freetown,Guatemala City,8421.7
Freetown,Saint Peter Port,4649.89
Freetown,Conakry,123.6
Freetown,Bissau,452.73
Freetown,Georgetown,4956.91
Freetown,Port-au-Prince,6467.4
Freetown,Vatican City,4479.6
Freetown,Tegucigalpa,8071.98
Freetown,Budapest,5292.16
Freetown,Reykjavik,6217.06
Freetown,New Delhi,9610.07
Freetown,Jakarta,13418.26
Freetown,Tehran,7180.26
Freetown,Baghdad,6501.32
Freetown,Dublin,5011.69
Freetown,Douglas,5124.67
Freetown,Jerusalem,5624.09
Freetown,Rome,4481.44
Freetown,Kingston,6939.16
Freetown,Tokyo,14360.64
Freetown,Saint Helier,4630.31
Freetown,Amman,5693.38
Freetown,Astana,8906.32
Freetown,Nairobi,5657.05
Freetown,Tarawa,19112.94
Freetown,Pyongyang,13262.09
Freetown,Seoul,13451.56
Freetown,Pristina,5060.85
Freetown,Kuwait City,6767.91
Freetown,Bishkek,9198.93
Freetown,Vientiane,12399.17
Freetown,Riga,6270.11
Freetown,Beirut,5716.49
Freetown,Maseru,6044.43
Freetown,Monrovia,361.2
Freetown,Tripoli,3831.85
Freetown,Vaduz,4796.32
Freetown,Vilnius,6155.27
Freetown,Luxembourg,4901.02
Freetown,Skopje,5032.64
Freetown,Antananarivo,7321.23
Freetown,Lilongwe,5756.45
Freetown,Kuala Lumpur,12700.52
Freetown,Male,9591.77
Freetown,Bamako,735.05
Freetown,Valletta,4138.67
Freetown,Majuro,18208.78
Freetown,Nouakchott,1100.74
Freetown,Port Louis,8361.75
Freetown,Mexico City,9279.47
Freetown,Palikir,18058.67
Freetown,Chisinau,5834.7
Freetown,Monaco,4390.78
Freetown,Ulaanbaatar,11454.98
Freetown,Podgorica,4923.75
Freetown,Plymouth,5386.16
Freetown,Rabat,2902.93
Freetown,Maputo,6250.15
Freetown,Windhoek,4766.94
Freetown,Kathmandu,10412.21
Freetown,Amsterdam,5136.41
Freetown,Noumea,18478.35
Freetown,Wellington,16284.24
Freetown,Managua,7985.95
Freetown,Niamey,1766.8
Freetown,Abuja,2285.46
Freetown,Alofi,17256.52
Freetown,Kingston,17723.85
Freetown,Saipan,16520.17
Freetown,Oslo,6050.42
Freetown,Muscat,7793.04
Freetown,Islamabad,9153.07
Freetown,Melekeok,16052.06
Freetown,Panama City,7285.03
Freetown,Port Moresby,17880.68
Freetown,Asuncion,6092.14
Freetown,Lima,7417.47
Freetown,Manila,14366.49
Freetown,Adamstown,13113.76
Freetown,Warsaw,5761.04
Freetown,Lisbon,3374.03
Freetown,San Juan,5811.22
Freetown,Doha,7081.69
Freetown,Bucharest,5498.18
Freetown,Moscow,6860.6
Freetown,Kigali,4939.98
Freetown,Gustavia,5462.05
Freetown,Jamestown,2824.64
Freetown,Basseterre,5443.45
Freetown,Castries,5243.21
Freetown,Saint-Pierre,5876.29
Freetown,Kingstown,5265.13
Freetown,Apia,17617.72
Freetown,San Marino,4648.84
Freetown,Sao Tome,2390.58
Freetown,Riyadh,6590.07
Freetown,Dakar,841.43
Freetown,Belgrade,5172.73
Freetown,Victoria,7760.22
Freetown,Freetown,0.0
Freetown,Singapore,12973.55
Freetown,Philipsburg,5482.51
Freetown,Bratislava,5240.68
Freetown,Ljubljana,4935.18
Freetown,Honiara,19279.07
Freetown,Mogadishu,6524.69
Freetown,Pretoria,5867.61
Freetown,Juba,4972.72
Freetown,Madrid,3660.57
Freetown,Colombo,10241.05
Freetown,Khartoum,5035.45
Freetown,Paramaribo,4638.99
Freetown,Longyearbyen,7918.44
Freetown,Mbabane,6148.62
Freetown,Stockholm,6226.95
Freetown,Bern,4691.78
Freetown,Damascus,5775.14
Freetown,Taipei,13875.29
Freetown,Dushanbe,8734.81
Freetown,Dar es Salaam,6068.04
Freetown,Bangkok,12312.98
Freetown,Dili,15506.67
Freetown,Lome,1616.75
Freetown,Nuku'alofa,17635.3
Freetown,Port of Spain,5301.04
Freetown,Tunis,3928.85
Freetown,Ankara,5740.58
Freetown,Ashgabat,7825.12
Freetown,Grand Turk,6356.25
Freetown,Funafuti,18666.02
Freetown,Kampala,5156.11
Freetown,Kyiv,6147.35
Freetown,Abu Dhabi,7364.53
Freetown,London,4919.52
Freetown,Washington,7158.27
Freetown,Montevideo,6586.17
Freetown,Tashkent,8766.83
Freetown,Port-Vila,18967.68
Freetown,Caracas,5886.82
Freetown,Hanoi,12615.1
Freetown,Charlotte Amalie,5685.62
Freetown,Mata-Utu,17632.1
Freetown,Sanaa,6285.94
Freetown,Lusaka,5286.86
Freetown,Harare,5669.23
Freetown,Washington,7158.27
Freetown,,1741.93
Freetown,North Nicosia,5579.41
Freetown,,1741.93
Freetown,,1741.93
Freetown,Diego Garcia,9659.79
Freetown,,1741.93
Singapore,Hargeisa,6681.22
Singapore,King Edward Point,13113.66
Singapore,Port-aux-Français,6469.94
Singapore,Jerusalem,7923.55
Singapore,Mariehamn,9547.11
Singapore,Yaren,7023.47
Singapore,Marigot,17438.15
Singapore,Atafu,9416.49
Singapore,El-Aaiún,12602.5
Singapore,Kabul,5146.33
Singapore,Tirana,9418.51
Singapore,Algiers,10889.13
Singapore,Pago Pago,9561.84
Singapore,Andorra la Vella,10924.01
Singapore,Luanda,10109.73
Singapore,The Valley,17423.11
Singapore,Saint John's,17445.85
Singapore,Buenos Aires,15899.81
Singapore,Yerevan,7355.93
Singapore,Oranjestad,18340.03
Singapore,Canberra,6203.39
Singapore,Vienna,9716.75
Singapore,Baku,6941.46
Singapore,Nassau,17083.93
Singapore,Manama,6328.4
Singapore,Dhaka,2875.05
Singapore,Bridgetown,17600.99
Singapore,Minsk,8996.06
Singapore,Brussels,10566.58
Singapore,Belmopan,17540.34
Singapore,Porto-Novo,11244.36
Singapore,Hamilton,16103.28
Singapore,Thimphu,3270.54
Singapore,La Paz,18112.78
Singapore,Sarajevo,9545.52
Singapore,Gaborone,8857.57
Singapore,Brasilia,16540.35
Singapore,Road Town,17493.4
Singapore,Bandar Seri Begawan,1294.53
Singapore,Sofia,9140.11
Singapore,Ouagadougou,11656.34
Singapore,Rangoon,1912.47
Singapore,Bujumbura,8305.31
Singapore,Phnom Penh,1141.5
Singapore,Yaounde,10268.22
Singapore,Ottawa,14830.59
Singapore,Praia,13968.77
Singapore,George Town,17658.25
Singapore,Bangui,9482.59
Singapore,N'Djamena,9859.57
Singapore,Santiago,16398.15
Singapore,Beijing,4462.86
Singapore,The Settlement,1310.26
Singapore,West Island,1677.57
Singapore,Bogota,19317.38
Singapore,Moroni,6854.32
Singapore,Kinshasa,9868.38
Singapore,Brazzaville,9870.05
Singapore,Avarua,10730.47
Singapore,San Jose,18494.36
Singapore,Yamoussoukro,12112.69
Singapore,Zagreb,9741.45
Singapore,Havana,17223.99
Singapore,Willemstad,18328.87
Singapore,Nicosia,8162.07
Singapore,Prague,9856.09
Singapore,Copenhagen,9969.96
Singapore,Djibouti,6796.97
Singapore,Roseau,17568.54
Singapore,Santo Domingo,17717.54
Singapore,Quito,19743.6
Singapore,Cairo,8269.88
Singapore,San Salvador,17822.58
Singapore,Malabo,10572.06
Singapore,Asmara,7290.05
Singapore,Tallinn,9269.67
Singapore,Addis Ababa,7264.66
Singapore,Stanley,14161.29
Singapore,Torshavn,10940.27
Singapore,Suva,8431.58
Singapore,Helsinki,9270.07
Singapore,Paris,10743.0
Singapore,Papeete,11819.58
Singapore,Libreville,10507.47
Singapore,Banjul,13263.11
Singapore,Tbilisi,7387.74
Singapore,Berlin,9926.29
Singapore,Accra,11562.52
Singapore,Gibraltar,11642.18
Singapore,Athens,9057.88
Singapore,Nuuk,12471.53
Singapore,Saint George's,17851.37
Singapore,Hagatna,4700.34
Singapore,Guatemala City,17652.26
Singapore,Saint Peter Port,11077.55
Singapore,Conakry,13012.64
Singapore,Bissau,13184.27
Singapore,Georgetown,17841.22
Singapore,Port-au-Prince,17773.65
Singapore,Vatican City,10032.83
Singapore,Tegucigalpa,17921.1
Singapore,Budapest,9511.02
Singapore,Reykjavik,11521.52
Singapore,New Delhi,4142.22
Singapore,Jakarta,887.34
Singapore,Tehran,6609.3
Singapore,Baghdad,7126.97
Singapore,Dublin,11211.79
Singapore,Douglas,11074.65
Singapore,Jerusalem,7923.55
Singapore,Rome,10030.07
Singapore,Kingston,17869.89
Singapore,Tokyo,5314.52
Singapore,Saint Helier,11053.76
Singapore,Amman,7862.18
Singapore,Astana,6310.32
Singapore,Nairobi,7466.88
Singapore,Tarawa,7315.27
Singapore,Pyongyang,4735.34
Singapore,Seoul,4663.13
Singapore,Pristina,9315.61
Singapore,Kuwait City,6674.57
Singapore,Bishkek,5448.63
Singapore,Vientiane,1850.44
Singapore,Riga,9266.14
Singapore,Beirut,7942.68
Singapore,Maseru,8764.28
Singapore,Monrovia,12727.15
Singapore,Tripoli,10000.89
Singapore,Vaduz,10234.29
Singapore,Vilnius,9154.83
Singapore,Luxembourg,10458.61
Singapore,Skopje,9288.61
Singapore,Antananarivo,6548.77
Singapore,Lilongwe,7903.17
Singapore,Kuala Lumpur,317.11
Singapore,Male,3389.33
Singapore,Bamako,12354.66
Singapore,Valletta,9871.34
Singapore,Majuro,7519.33
Singapore,Nouakchott,13107.35
Singapore,Port Louis,5583.89
Singapore,Mexico City,16621.68
Singapore,Palikir,6057.64
Singapore,Chisinau,8770.61
Singapore,Monaco,10430.14
Singapore,Ulaanbaatar,5175.72
Singapore,Podgorica,9469.96
Singapore,Plymouth,17506.24
Singapore,Rabat,11825.27
Singapore,Maputo,8210.55
Singapore,Windhoek,9738.2
Singapore,Kathmandu,3529.9
Singapore,Amsterdam,10502.53
Singapore,Noumea,7268.29
Singapore,Wellington,8523.84
Singapore,Managua,18158.63
Singapore,Niamey,11253.44
Singapore,Abuja,10690.05
Singapore,Alofi,9666.7
Singapore,Kingston,7589.56
Singapore,Saipan,4852.63
Singapore,Oslo,10056.8
Singapore,Muscat,5468.73
Singapore,Islamabad,4813.11
Singapore,Melekeok,3483.03
Singapore,Panama City,18813.09
Singapore,Port Moresby,4948.34
Singapore,Asuncion,16700.88
Singapore,Lima,18809.3
Singapore,Manila,2390.31
Singapore,Adamstown,13674.54
Singapore,Warsaw,9408.38
Singapore,Lisbon,11895.26
Singapore,San Juan,17565.13
Singapore,Doha,6205.15
Singapore,Bucharest,8938.51
Singapore,Moscow,8424.77
Singapore,Kigali,8221.88
Singapore,Gustavia,17441.36
Singapore,Jamestown,12149.74
Singapore,Basseterre,17485.53
Singapore,Castries,17643.2
Singapore,Saint-Pierre,14337.01
Singapore,Kingstown,17727.03
Singapore,Apia,9444.63
Singapore,San Marino,10027.46
Singapore,Sao Tome,10809.93
Singapore,Riyadh,6657.75
Singapore,Dakar,13352.38
Singapore,Belgrade,9384.99
Singapore,Victoria,5422.44
Singapore,Freetown,12973.55
Singapore,Singapore,0.0
Singapore,Philipsburg,17440.37
Singapore,Bratislava,9660.87
Singapore,Ljubljana,9856.49
Singapore,Honiara,6330.53
Singapore,Mogadishu,6511.54
Singapore,Pretoria,8639.55
Singapore,Juba,8036.08
Singapore,Madrid,11395.24
Singapore,Colombo,2737.36
Singapore,Khartoum,7976.93
Singapore,Paramaribo,17572.23
Singapore,Longyearbyen,9823.11
Singapore,Mbabane,8360.18
Singapore,Stockholm,9645.42
Singapore,Bern,10391.62
Singapore,Damascus,7861.91
Singapore,Taipei,3242.11
Singapore,Dushanbe,5458.44
Singapore,Dar es Salaam,7227.64
Singapore,Bangkok,1426.82
Singapore,Dili,2648.43
Singapore,Lome,11400.99
Singapore,Nuku'alofa,9128.69
Singapore,Port of Spain,17933.75
Singapore,Tunis,10254.89
Singapore,Ankara,8304.91
Singapore,Ashgabat,6163.46
Singapore,Grand Turk,17430.16
Singapore,Funafuti,8429.63
Singapore,Kampala,7936.82
Singapore,Kyiv,8723.38
Singapore,Abu Dhabi,5904.9
Singapore,London,10857.6
Singapore,Washington,15555.63
Singapore,Montevideo,15755.27
Singapore,Tashkent,5631.35
Singapore,Port-Vila,7365.52
Singapore,Caracas,18357.93
Singapore,Hanoi,2195.64
Singapore,Charlotte Amalie,17516.67
Singapore,Mata-Utu,9427.29
Singapore,Sanaa,6728.35
Singapore,Lusaka,8508.48
Singapore,Harare,8243.49
Singapore,Washington,15555.63
Singapore,,11560.13
Singapore,North Nicosia,8162.4
Singapore,,11560.13
Singapore,,11560.13
Singapore,Diego Garcia,3619.45
Singapore,,11560.13
Philipsburg,Hargeisa,11462.14
Philipsburg,King Edward Point,8400.4
Philipsburg,Port-aux-Français,14592.07
Philipsburg,Jerusalem,9725.59
Philipsburg,Mariehamn,7896.52
Philipsburg,Yaren,14240.38
Philipsburg,Marigot,8.11
Philipsburg,Atafu,12307.87
Philipsburg,El-Aaiún,5189.91
Philipsburg,Kabul,12312.15
Philipsburg,Tirana,8123.8
Philipsburg,Algiers,6724.88
Philipsburg,Pago Pago,12334.02
Philipsburg,Andorra la Vella,6603.46
Philipsburg,Luanda,8885.42
Philipsburg,The Valley,22.21
Philipsburg,Saint John's,160.32
Philipsburg,Buenos Aires,5839.54
Philipsburg,Yerevan,10146.96
Philipsburg,Oranjestad,967.04
Philipsburg,Canberra,16319.17
Philipsburg,Vienna,7758.16
Philipsburg,Baku,10543.53
Philipsburg,Nassau,1675.07
Philipsburg,Manama,11338.25
Philipsburg,Dhaka,14567.91
Philipsburg,Bridgetown,655.9
Philipsburg,Minsk,8447.43
Philipsburg,Brussels,6889.77
Philipsburg,Belmopan,2730.01
Philipsburg,Porto-Novo,7222.14
Philipsburg,Hamilton,1590.18
Philipsburg,Thimphu,14179.28
Philipsburg,La Paz,3858.78
Philipsburg,Sarajevo,7968.14
Philipsburg,Gaborone,10728.23
Philipsburg,Brasilia,4089.59
Philipsburg,Road Town,173.23
Philipsburg,Bandar Seri Begawan,17461.54
Philipsburg,Sofia,8382.02
Philipsburg,Ouagadougou,6612.08
Philipsburg,Rangoon,15536.37
Philipsburg,Bujumbura,10383.94
Philipsburg,Phnom Penh,16480.4
Philipsburg,Yaounde,8250.21
Philipsburg,Ottawa,3257.62
Philipsburg,Praia,4225.95
Philipsburg,George Town,1940.32
Philipsburg,Bangui,8981.81
Philipsburg,N'Djamena,8361.83
Philipsburg,Santiago,5752.98
Philipsburg,Beijing,13590.54
Philipsburg,The Settlement,18548.89
Philipsburg,West Island,17775.2
Philipsburg,Bogota,1910.62
Philipsburg,Moroni,12115.37
Philipsburg,Kinshasa,8935.3
Philipsburg,Brazzaville,8931.15
Philipsburg,Avarua,11396.81
Philipsburg,San Jose,2441.1
Philipsburg,Yamoussoukro,6377.33
Philipsburg,Zagreb,7753.87
Philipsburg,Havana,2089.69
Philipsburg,Willemstad,910.12
Philipsburg,Nicosia,9438.36
Philipsburg,Prague,7606.38
Philipsburg,Copenhagen,7471.61
Philipsburg,Djibouti,11288.83
Philipsburg,Roseau,347.47
Philipsburg,Santo Domingo,727.88
Philipsburg,Quito,2633.39
Philipsburg,Cairo,9426.04
Philipsburg,San Salvador,2840.47
Philipsburg,Malabo,7964.77
Philipsburg,Asmara,10713.83
Philipsburg,Tallinn,8173.06
Philipsburg,Addis Ababa,10931.45
Philipsburg,Stanley,7739.27
Philipsburg,Torshavn,6517.78
Philipsburg,Suva,13561.64
Philipsburg,Helsinki,8174.33
Philipsburg,Paris,6724.19
Philipsburg,Papeete,10254.59
Philipsburg,Libreville,8151.36
Philipsburg,Banjul,4993.37
Philipsburg,Tbilisi,10100.86
Philipsburg,Berlin,7523.93
Philipsburg,Accra,6952.66
Philipsburg,Gibraltar,5970.79
Philipsburg,Athens,8524.41
Philipsburg,Nuuk,5198.21
Philipsburg,Saint George's,674.46
Philipsburg,Hagatna,15389.55
Philipsburg,Guatemala City,2958.2
Philipsburg,Saint Peter Port,6382.37
Philipsburg,Conakry,5402.11
Philipsburg,Bissau,5136.99
Philipsburg,Georgetown,1349.34
Philipsburg,Port-au-Prince,984.93
Philipsburg,Vatican City,7506.6
Philipsburg,Tegucigalpa,2621.65
Philipsburg,Budapest,7968.33
Philipsburg,Reykjavik,5978.77
Philipsburg,New Delhi,13315.09
Philipsburg,Jakarta,18303.87
Philipsburg,Tehran,10913.77
Philipsburg,Baghdad,10457.67
Philipsburg,Dublin,6230.74
Philipsburg,Douglas,6366.97
Philipsburg,Jerusalem,9725.59
Philipsburg,Rome,7509.36
Philipsburg,Kingston,1457.55
Philipsburg,Tokyo,13597.2
Philipsburg,Saint Helier,6408.12
Philipsburg,Amman,9781.0
Philipsburg,Astana,11155.99
Philipsburg,Nairobi,11103.82
Philipsburg,Tarawa,13985.14
Philipsburg,Pyongyang,13625.29
Philipsburg,Seoul,13765.38
Philipsburg,Pristina,8209.09
Philipsburg,Kuwait City,10953.24
Philipsburg,Bishkek,11997.36
Philipsburg,Vientiane,15728.67
Philipsburg,Riga,8174.23
Philipsburg,Beirut,9670.63
Philipsburg,Maseru,11023.16
Philipsburg,Monrovia,5810.47
Philipsburg,Tripoli,7683.45
Philipsburg,Vaduz,7249.41
Philipsburg,Vilnius,8287.55
Philipsburg,Luxembourg,7005.63
Philipsburg,Skopje,8243.6
Philipsburg,Antananarivo,12748.5
Philipsburg,Lilongwe,11193.89
Philipsburg,Kuala Lumpur,17134.58
Philipsburg,Male,14665.44
Philipsburg,Bamako,5919.39
Philipsburg,Valletta,7756.91
Philipsburg,Majuro,13439.16
Philipsburg,Nouakchott,4969.12
Philipsburg,Port Louis,13802.13
Philipsburg,Mexico City,3803.62
Philipsburg,Palikir,14728.78
Philipsburg,Chisinau,8705.03
Philipsburg,Monaco,7086.74
Philipsburg,Ulaanbaatar,12633.88
Philipsburg,Podgorica,8059.24
Philipsburg,Plymouth,169.61
Philipsburg,Rabat,5824.44
Philipsburg,Maputo,11415.82
Philipsburg,Windhoek,9802.45
Philipsburg,Kathmandu,13910.49
Philipsburg,Amsterdam,6947.04
Philipsburg,Noumea,14859.57
Philipsburg,Wellington,13987.4
Philipsburg,Managua,2577.16
Philipsburg,Niamey,6965.34
Philipsburg,Abuja,7661.9
Philipsburg,Alofi,12373.09
Philipsburg,Kingston,14721.4
Philipsburg,Saipan,15173.17
Philipsburg,Oslo,7386.4
Philipsburg,Muscat,12186.66
Philipsburg,Islamabad,12636.95
Philipsburg,Melekeok,16590.21
Philipsburg,Panama City,2045.68
Philipsburg,Port Moresby,16635.68
Philipsburg,Asuncion,4823.62
Philipsburg,Lima,3664.76
Philipsburg,Manila,16370.23
Philipsburg,Adamstown,8687.53
Philipsburg,Warsaw,8042.0
Philipsburg,Lisbon,5666.0
Philipsburg,San Juan,329.87
Philipsburg,Doha,11472.73
Philipsburg,Bucharest,8562.01
Philipsburg,Moscow,9015.69
Philipsburg,Kigali,10410.04
Philipsburg,Gustavia,24.39
Philipsburg,Jamestown,7320.17
Philipsburg,Basseterre,86.14
Philipsburg,Castries,494.87
Philipsburg,Saint-Pierre,3249.95
Philipsburg,Kingstown,574.4
Philipsburg,Apia,12433.68
Philipsburg,San Marino,7487.82
Philipsburg,Sao Tome,7866.83
Philipsburg,Riyadh,11065.81
Philipsburg,Dakar,4852.27
Philipsburg,Belgrade,8117.21
Philipsburg,Victoria,13187.52
